clean_text,classification
"notice ini‼jangan jadikan pelabuhan, bandara, stasiun, dan rumah sakit jadi sasaran demo!!!! objek-objek vital ini kalau rusak bikin ekonomi kita ambruk, jadi masyarakat cerdas untuk enggak terprovokasi buat demo ke objek-objek vital ini! yang susah pada akhirnya kita lagi kita lagi! tetap waras dan fokus ke tujuan awal demo! jangan terprovokasi dan jangan mau ditunggangi!!! jangan rusak fasilitas fasilitas rakyat, toko, mal, stasiun jangan dirusuh, ingat, kita kerja cari uang disana",BUZZER
"tukang bangunan, toko bahan bangunan: pekerjaan masuk duit pun masuk ini",NON_BUZZER
indonesia plis damai demi aku demi ungker demi ungkeh,NON_BUZZER
sekedar inpo saja gan,NON_BUZZER
pantesan hari ini panas nya enggak main main panas banget ternyata banyak asap,NON_BUZZER
"yang yatim gue ,yang hilang arah indonesia",NON_BUZZER
aku as anak ips meronta-ronta lihat ini,NON_BUZZER
anomali lain malah begini anjir,NON_BUZZER
"gaes tolong stop bakar bakar fasilitas umum , jangan ada penjarahan, sama saja kalian menyengsarakan sesama rakyat, tujuan demo kan ke gedung dpr dan meminta keadilan untuk almarhum ojol, kenapa jadi kemana mana begini ya? sedih banget kasihan juga sama yang kerja dan anak rantau disana yang mengandalkan transportasi umum untuk menghemat kebutuhannya, astagfirullah!!! fokus gaes jangan terprovokasi!!",NON_BUZZER
#freeindonesian,NON_BUZZER
semoga setelah ini berakhir negara kita maju,NON_BUZZER
"kalau sudah bakar-bakar, ingat laporan narasi untuk halte sarinah okt 2020. kalau sudah jarah-jarah, ingat laporan tpgf untuk mei 1998",NON_BUZZER
siapa yang nyalain api sampai 300 woi,NON_BUZZER
kapan maju nya negara ini??,NON_BUZZER
indonesia negara yang indah. jika kalian demo tolong jangan rusak alam ya alam itu punya allah kita harus bisa menjaganya dengan baik bukan?,NON_BUZZER
bandung ker hetic ge aestethic wae,NON_BUZZER
live tik tok di matikan oleh tik tok apakah di suap?,NON_BUZZER
"gaes tolong stop bakar bakar fasilitas umum , jangan ada penjarahan, sama saja kalian menyengsarakan sesama rakyat, tujuan demo kan ke gedung dpr dan meminta keadilan untuk almarhum ojol, kenapa jadi kemana mana begini ya? sedih banget kasihan juga sama yang kerja dan anak rantau disana yang mengandalkan transportasi umum untuk menghemat kebutuhannya, astagfirullah!!! fokus gaes jangan terprovokasi!!",NON_BUZZER
"itu yang atasnya jl, layang bukan?",NON_BUZZER
"for mekdi?: di indonesia, dpr itu enggak bisa dibubarkan sembarangan. demo besar-besaran pun enggak bisa langsung bikin dpr bubar. presiden juga enggak boleh bubarkan dpr, karena sudah jelas tertulis di uud 1945 pasal 7c: “presiden tidak bisa membekukan atau membubarkan dpr.” jadi kalau mau benar-benar hapus dpr, caranya cuma satu, yaitu lewat perubahan uud 1945. yang bisa ubah uud itu mpr, isinya gabungan dpr dan dpd. masalahnya, proses ubah uud ini susah banget. sidang mpr harus dihadiri minimal dua pertiga anggota, dan dari yang hadir, setengah lebih satu orang harus setuju. karena anggota dpr juga duduk di mpr, otomatis mereka enggak akan gampang setuju kalau dpr mau dibubarkan, soalnya itu bikin mereka kehilangan kursi dan jabatan. jadi, jalan satu-satunya adalah rakyat kasih tekanan politik yang besar supaya wakil rakyat mau mengubah aturan. caranya bagaimana? pertama, rakyat bisa bikin tekanan lewat demo damai, petisi, kampanye di media sosial, dan sebagainya. kedua, pilih calon wakil rakyat di pemilu yang memang mau dukung ide bubarkan dpr. kalau sudah terpilih, mereka bisa bawa usulan perubahan uud ke sidang mpr. kalau mayoritas setuju, barulah dpr bisa resmi dibubarkan dan diganti dengan sistem baru. kalau ada yang coba bubarkan dpr di luar jalur ini, misalnya pakai kudeta, kekerasan, atau keputusan sepihak, itu dianggap melanggar konstitusi, enggak sah, dan malah bisa bikin negara masuk krisis politik.",NON_BUZZER
"di you know about 2021,what happened ini myanmar",NON_BUZZER
"share ya gua dapat info nih dari om gua yang teman nya kerja di dpr, buat yang demo ke arah dpr sama kwitang + polri hati"" lihat gedung"" atas soalnya ada sn1p3r dan kalo yang demo maksa masuk bakalan langsung di t3mbk izin ramein",BUZZER
bandung sudah kayak lautan apiyang dulunya indah sekarang jadi begini.... entah apa yang ada di pikiran orang yang buat bandung kaya begini sekarang...,NON_BUZZER
ke-kan itu enggak bohong? kok aku kayak kenal jalan nya kok negara ku jadi begini,NON_BUZZER
"tau kan kenapa polisi larang demo anarkis dan waktunya di batasi, karena tidak semua yang datang punya pemikiran yang sama, beginilah dampak dari tindakan yang salah selalu dibela dan dibenarkan.",NON_BUZZER
bandung,NON_BUZZER
memang anggota dpr pakai halte?,NON_BUZZER
dpr lampung di biarkan kah ini,NON_BUZZER
begini saja bandung mah tetap aesthetic,NON_BUZZER
kalo dari awal para pejabat turun atau mendengar kan rakyat pasti gabkal ada aksi bakar-bakaran kayak begini,NON_BUZZER
"plis jangan rusakin fasilitas umum!! tempat pertumbuhan ekonomi jika di rusak, kelumpuhan ekonomi di depan mata.. aku berterima kasih yang sebesar-besarnya untuk pendemo yang menyuarakan suara kami yang mungkin tidak ikut turun ke lapangan bersama kalian, tapi be smart ya aku tau kok kalian ingin cepat² ini usai tetapi jika seperti ini malah hanya akan memperlambat pertumbuhan ekonomi, juga jika fasilitas² publik seperti halte bus, bandara, rumah sakit dl kalian rusak juga bagaimana nasib negara ini?? berapa banyak biaya yang di perlukan untuk pembenahan kembali bangunan² tersebut? ini sama saja melumpuhkan ekonomi negara sendiri.. sama jangan sampai salah fokus.. ingat tujuan awal untuk ke dpr, jangan sampai rakyat lawan rakyat atau merusak fasilitas umum",NON_BUZZER
semakin nyebar demo nya,NON_BUZZER
cepat pulih negeri ini,NON_BUZZER
"bangun tidur sekarang rasanya enggak enak sedih gedek marah melihat hp scrol tiktok lihat berita fasilitas halte dibakar guys stop bakar fasilitas umum yang ngerugiin rakyat,apkah halte itu dipakai sama dpr? tidaaaak",NON_BUZZER
kok gue tenang ya lihat video ini,NON_BUZZER
estetik banget bjir ‍,NON_BUZZER
"dengar"" dibali juga ada demo ya? kalo enggak salah didenpasar/badung , kakaku lagi didenpasar kuliah",NON_BUZZER
kenapa pada kepancing sama polisi deh kan tujuannya ke dpr,NON_BUZZER
"kayak pemandangan indah, coba hp kalian balik deh",NON_BUZZER
streak yang asli,NON_BUZZER
bandung aesthetic dan asap nya juga ikut aesthetic di bandung mah,NON_BUZZER
mending cari ketua/wakil dpr/mpr karena anggota nya juga pada kabur walau yang byr pajak kita,NON_BUZZER
"tolong stop bakar bakar fasilitas umum , jangan ada penjarahan, sama saja kalian menyengsarakan sesama rakyat, tujuan demo kan ke gedung dpr dan meminta keadilan untuk almarhum ojol, kenapa jadi kemana mana begini ya? sedih banget kasihan juga sama yang kerja dan anak rantau disana yang mengandalkan transportasi umum untuk menghemat kebutuhannya, astagfirullah!!! fokus gaes jangan terprovokasi!!",NON_BUZZER
"sabener nya magh teu hade oge mun ngabakar atau ngabuang sampah di tempat umum,dah angger ujung ujung nya magh angaaran deui jang ngabersihan nya. cuman dah kumaha deui,ari keur menyuarakan magh. inti nya magh kudu bisa mosisikeun ameh teu ngarugikeun pihak anu lain,fokus we kak hiji tujuan.",NON_BUZZER
tolong pihak kepolisian kalian harus berada dibarisan masyarakat jangan berada dibarisan dpr atau melindungi dpr ingat gaji kalian dari pajak rakyat,NON_BUZZER
itu dimana kak,NON_BUZZER
"dulu pas jaman jokowi, kalau enggak salah ingat ya ini kalo ada demo begini ambil bberpa pihak misal ketua nya buat musyawarah bareng presiden didalam istana diskusi langsung breng presiden dengarkan keluh kesah rakyatnya dan apa maunya. meskipun memang enggak diturutin juga tapi setidaknya bikin pendemo diam",NON_BUZZER
jangan terprovokasi guys fokus ke dpr jangan ada korban lagi .. nanti ekonkmi kita hancur sudah hancur tambah hancur enggak ada investor . kita juga yang repot,NON_BUZZER
"ini akhibat nya kalo rakyat sudah benar-benar kecewa,",NON_BUZZER
'katanya' ini mobil ngangkut penjarah,NON_BUZZER
stop guys stop indonesia sekarang kok begini.... enggak kayak dulu..,NON_BUZZER
jadwal shift pendemo pagi = buruh siang = mahasiswa sore = ojol malam = gangster,NON_BUZZER
bandung tempat ku lahir,NON_BUZZER
dibilang enggak pejabat enggak aparat enggak rakyat semua sama saja,NON_BUZZER
bandung lagi ada bencana juga tetap esthetic,NON_BUZZER
"kak. boleh enggak nitip sesuatu, nanti pas demo tolong infokan kalo kena gais air mata cuci muka pakai air yang dicampur garem non yodium atau susu atau air mengalir. jangan pakai odol nanti tambah iritasi mata mereka. sama kalo keisep pakai kain basah tutup mulutnya. soalnya lihat teman teman yang demo pada sesek. yang perempuan mau bantu share info ini biar pada save. semangat yang demo.",NON_BUZZER
ya allah lindungilah negara kami dan keluarga kami,NON_BUZZER
"sedih banget lihat indonesia jadi kayak begini, tapi gapapa. anggap saja ini awal dari kemajuan indonesia lekas sembuh indonesiaku",NON_BUZZER
estetik bjir,NON_BUZZER
kediri,NON_BUZZER
sedih lihat negara sendiri...,NON_BUZZER
"up, plis pindah ke youtube/ig guys",NON_BUZZER
guys kalo mau demo jangan sampai ngerusak fasilitas umum (bicara dalam hati dengan nada lembut),NON_BUZZER
bandung lautan api,NON_BUZZER
eh tbtb gkbisa lihat live tiktok langsung dibungkam,NON_BUZZER
yallah kenapa begini sih negara kita,NON_BUZZER
lekas sembuh negaraku,NON_BUZZER
bagaimana kendaraan di atas?,NON_BUZZER
"tolong stop bakar bakar fasilitas umum , jangan ada penjarahan, sama saja kalian menyengsarakan sesama rakyat, tujuan demo kan ke gedung dpr dan meminta keadilan untuk almarhum ojol, kenapa jadi kemana mana begini ya? sedih banget kasihan juga sama yang kerja dan anak rantau disana yang mengandalkan transportasi umum untuk menghemat kebutuhannya, astagfirullah!!! fokus gaes jangan terprovokasi!!",NON_BUZZER
"gaes tolong stop bakar bakar fasilitas umum , jangan ada penjarahan, sama saja kalian menyengsarakan sesama rakyat, tujuan demo kan ke gedung dpr dan meminta keadilan untuk almarhum ojol, kenapa jadi kemana mana begini ya? sedih banget kasihan juga sama yang kerja dan anak rantau disana yang mengandalkan transportasi umum untuk menghemat kebutuhannya, astagfirullah!!! fokus gaes jangan terprovokasi!!",NON_BUZZER
"gaes jangan mau kepancing sama komen yang nyuruh demo di bandara dl. bahaya banget kalau sempat terjadi, ekonomi lumpuh bisa krisis moneter kita",NON_BUZZER
fokus sama tujuan plis jangan rusak fasilitas umum,NON_BUZZER
semoga cepat sembuh garudaku,NON_BUZZER
anaku kerja jadi ob di stop lah ayo,NON_BUZZER
indonesian gacor,NON_BUZZER
anjay ngeri,NON_BUZZER
jalan ke kost kakak aku...,NON_BUZZER
kalian ada yang ingat ramalan hard gumay enggak?,NON_BUZZER
"pak soekarno memaafi kami ya pak, indonesia mu yang sudah kamu perjuangkan sudah rusak",NON_BUZZER
mengapai bakar fasilitas umum,NON_BUZZER
"hati hati, buzzer sudah dapat brief baru buat mecah belah, ciri cirinya nyuruh demo di bandara, template komennya sudah banyak dan ada dmne""....dan sekarang komentar nya banyak yang kayak memprihatinkan",NON_BUZZER
semoga segera membaik negaraku ini,NON_BUZZER
anggota dpr kok pada diam saja ya,NON_BUZZER
lekas sembuh ibu pertiwi,NON_BUZZER
the ril “sekarang telah menjadi lautan api”,NON_BUZZER
mama ku di bandung..,NON_BUZZER
buku pkn 2045:,NON_BUZZER
what happened ini indonesia can i know,NON_BUZZER
"ini bukan indonesia yang ku kenal, ini bukan indonesia yang kuharap semasa aku kecil, di mana indonesia yang ku kenal dulu, di mana yang katanya indonesia menuju generasi emas,warga yang enggak ikut demo pun kena imbas nya, ojol yang mencari nafkah pun menjadi korban nya, warna merah yang katanya adalah lambang keberanian dan semangat juang telah menjadi lambangnya pertumpahan darah negara sendiri, semoga saudara saudara ku yang turun di jalanan baik baik saja (""bersatu kita teguh, bercerai kita runtuh""), lekas sembuh indonesia ku",NON_BUZZER
absen dulu guys sebelum menjadi sejarah,NON_BUZZER
sedih banget ya allah,NON_BUZZER
mau bagaimana pun bandung tetap estetik ya,NON_BUZZER
bandung se adem itu dibuat sepanas ini,NON_BUZZER
estetik banget,NON_BUZZER
itu kan ada gereja terus pinggir nya ada gang ada satu keluarga itu teh ada ua aku,NON_BUZZER
"ayo ges berpikir jernih ketika berdemo, kita enggak harus sampai serusuh ini sampai banyak warga yang menjadi korban dari ulah demo kita sendiri, semangat buat warga yang berdemo!!!",NON_BUZZER
"buat yang demo kalian mau ngamuk sama anggota dpr/1312 terserah, tapi tolong jangan sampai rusak kendaraan milik warga apalagi jarah rumah/toko warga",NON_BUZZER
plis fokus tujuan utama dpr,NON_BUZZER
teman teman kita boleh marah kita boleh kecewa tapi stop bertindak anarkis dan membakar apapun yang ada di sekeliling stop ya teman teman pasti ada jalan yang adil buat kita semuanya tetap bersuara tanpa ada keanarkisan dan korban lagi ya.....,NON_BUZZER
rip democracy,NON_BUZZER
"andaikan mereka yang duduk di singgasana senayan benar-benar amanah esuai janji saat pemilu, tidak melukai hati rakyat dan benar-benar memperjuangkan hak rakyat. pasti hal seperti ini tidak akan terjadi.",NON_BUZZER
alamak... fokus satu titik saja sarang tikus... jangan yang lain².... entar kita juga yang susah lewat mana oy,NON_BUZZER
please demo sekedar sampaikan opini dan marah-marah di depan kantor dpr please jangan rusak fasum yang dipakai semua orang,NON_BUZZER
semoga cepat pulih indonesia (from malaysia) maaf kalau boleh tahu kenapa bisa ada nya demo beginian,NON_BUZZER
pintu tol gatot subroto,NON_BUZZER
lihat mulai melenceng jauh dari tujuan demo,NON_BUZZER
"plislah demo boleh tapi jangan merusak fasilitas umum, kita juga sebagai rakyat butuh fasilitas umum, yang salah dpr nya bukan fasilitas umumnya",NON_BUZZER
"buat yang turun ke jalan untuk ikut menyuarakan,stay safe.demo bukan hanya tentang keadilan,tetapi juga tentang keselamatan.segera pulih,negeriku.",NON_BUZZER
demo kok enggak fyp ya.. malah fyp kucing mulu,NON_BUZZER
ngantuk ah,NON_BUZZER
"""sejarah yang terulang kembali""",NON_BUZZER
ngagodog jembatan,NON_BUZZER
weeh asep nya gua kira editan trnyta benaran,NON_BUZZER
"tolong notice ini‼jangan jadikan pelabuhan, bandara, stasiun, dan rumah sakit jadi sasaran demo!!!! objek-objek vital ini kalau rusak bikin ekonomi kita ambruk, jadi masyarakat cerdas untuk enggak terprovokasi buat demo ke objek-objek vital ini! yang susah pada akhirnya kita lagi kita lagi! tetap waras dan fokus ke tujuan awal demo! jangan terprovokasi dan jangan mau ditunggangi...!!!",NON_BUZZER
duh barudak ulah keterlaluan teuing atuh demo nya,NON_BUZZER
"astaghfirullah, masyarakat/rakyat indonesia,jangan sampai membakar gedung atau pun, sesungguhnya perbuatan tidak terpuji,nanti yang rugi masyarakat/rakyat indonesia juga, tolong lah jangan sampai segitu,rendam lah amarah masyarakat/rakyat indonesia",NON_BUZZER
sing sarehat...kita sebagai rakyat memang marah dengan sistem yang ada..tapi ada baiknya agar lebih tenang agar tidak mudah di adu domba dalam situasi apapun..karena kalo sudah begini semua orang kena ruginya,NON_BUZZER
tapi kalo enggak begini enggak akan di notice,NON_BUZZER
dimana kah sila ke 5?,NON_BUZZER
"ketua sigma:masyarakat =hama ya allah, lindungilah dpr kami , mereka ini pahlawan bangsa, pejuang keadilan yang siang malam menangis demi rakyatnya . mereka rela mengorbankan tidur, makan, bahkan nyawanya hanya untuk kita semua . jika bukan karena mereka, kita tidak akan bisa bernafas hari ini . tolong, jaga mereka seperti engkau menjaga langit dan bumi",BUZZER
sudah pls jangan dilanjutin,NON_BUZZER
api di mana' udah woy sudah lu kg lihat apa keeepannya gimana???????,NON_BUZZER
dulu... di bakar demi merdeka.. kini..? di bakar demi apa..?,NON_BUZZER
itu apa yang di bakar,NON_BUZZER
lekas pulih garuda ku negaraku.,NON_BUZZER
"demo sih demo,tapi jangan ngerusak fasilitas publik juga...",NON_BUZZER
estetik,NON_BUZZER
bandung seindah dan setenang itu? sekarang hancur ketenangan nya karena demo. ‍,NON_BUZZER
"dunia seheboh ini dan gue cuma makan tidur, makan tidur",NON_BUZZER
mengira saya ini tahun 2025 eh ternyata tahun 1998,NON_BUZZER
yang di atas apa enggak mateng tuh,NON_BUZZER
coba lihat video ku ke 2,NON_BUZZER
live di tiktok di takedown woi,NON_BUZZER
pertanda apa ini ya alllah,NON_BUZZER
"pls jangan rusak fasilitas umum,itu juga pakai uang kita guys....",NON_BUZZER
bandung?,NON_BUZZER
"maaf ya, api sama asepnya kok estetik ya",NON_BUZZER
ngeri ada krisis moneter macam 98 tolong jangan terulang,NON_BUZZER
indonesia sedang porses krisis,NON_BUZZER
"please be smart guys, jangan menghancurkan aset-aset umum fokus ke tujuan awal, stay save semuanya yang ikut demo, semoga segera pulih indonesiak",NON_BUZZER
itu dibawah pasopati bukan sih,NON_BUZZER
"ingat awalnya mau fokus ke dpr...., takut banget jadi kemana mana yaallah nauzubillah",NON_BUZZER
"tempat gua besok senen enggak upacara, lagi berdukacita",NON_BUZZER
negara kita sudah begini ya....,NON_BUZZER
"kukira habis 2024 itu 2025, ternyata 1998",NON_BUZZER
cuma mau bilang api dan asapnya aesthetic,NON_BUZZER
ini kapan,NON_BUZZER
negara tetap semangat ya walaupun kita seprti ini semoga negara kita kembali seperti itu dulu lagi‍,NON_BUZZER
justice for indonesia from bogor,BUZZER
bandung aing,NON_BUZZER
bandung ku?...,NON_BUZZER
kata abang aku bandung ful asap,NON_BUZZER
lekas pulih indonesia ku,NON_BUZZER
blukutuk bandung lautan api,NON_BUZZER
akan kah kejadian itu terulang kembali? (mei 1998),NON_BUZZER
"kenapa sih demo harus banget bakar bakar fasilitas² yang sudah dibangun, bukannya apa², tapi kan itu juga baklan ngerugiin rakyat² lainnya??",NON_BUZZER
"look at what'si happening ini indonesia now, burning of government offices, regional police offices, everywhere!",NON_BUZZER
buku pkn di tahun 2045:,NON_BUZZER
"tolong notice ini‼jangan jadikan pelabuhan, bandara, stasiun, dan rumah sakit jadi sasaran demo!!!! objek-objek vital ini kalau rusak bikin ekonomi kita ambruk, jadi masyarakat cerdas untuk enggak terprovokasi buat demo ke objek-objek vital ini! yang susah pada akhirnya kita lagi kita lagi! tetap waras dan fokus ke tujuan awal demo! jangan terprovokasi dan jangan mau ditunggangi!!! jangan rusak fasilitas fasilitas rakyat, toko, mal, stasiun jangan dirusuh, ingat, kita kerja cari uang disana, gaji kita di potong hanya untuk bayar pajak, nanti kalau semua di rusakin malah pemerintah punya alasan untuk mengeluarkan uang negara hanya untuk proyek terbaru. sama saja kita memberi ruang untuk para pemerintah korupsi lagi",NON_BUZZER
agustus tahun ini ternyata banyak kabar yang gaenak ya,NON_BUZZER
takut ke bandung lagi..,NON_BUZZER
rakyat : meninggal polisi : meninggal pejabat : ? sadar lah kita sedang di adu domba,NON_BUZZER
"baik² bandung, ayah ku dan kakak ku sedang berjuang mencari uang untuk keluarga kecil ini ya allah",NON_BUZZER
"indonesia sedang tidak baik"" saja",NON_BUZZER
bukan ai kan ini guys,NON_BUZZER
"kira” siapa yang mempersiapkan properti untuk bakar” ini? apakah benar pendemo ataukah ada penyusup? coba lihat patternnya, kalau dpr bangkang, dan pengecut, disini yang siap mundur pak prabowo, nah ketika pak prabowo turun, siapa yang gantikan?? lihat polanya, jangan mau ditipu terus menerus.",NON_BUZZER
"aksi demonstrasi yang seharusnya menyuarakan aspirasi kepada dpr justru berubah arah. fasilitas publik dirusak oleh provokator tak bertanggung jawab, bahkan disusupi penjarah dan isu sara yang memperkeruh keadaan. infrastruktur jakarta yang sudah baik jadi korban. masyarakat pengguna transjakarta dan mrt paling dirugikan—bukan pejabat. aspirasi berubah jadi sabotase, dan ruang publik yang mestinya aman kini tak lagi nyaman bagi warga.",NON_BUZZER
"logika nya mungkin begini, buat yang bilang pas masa masa jokowi aman aman saja, terus masa pak prabowo malah begini, kayaknya tuh memang karena masa masa jokowi semuanya di lindungin, di tutup menutupi, sekarang masa prabowo banyak yang terbongkar, ini bukan kehancuran, tapi awal dari revolusi yang sebenarnya, ini jadi kesempatan besar buat rakyat untuk bersatu ubah sistem yang bermasalah di negara ini, bukan pak prabowo yang salah, tapi pejabat nya yang enggak benar, sekarang sudah banyak yang terbongkar, semoga saja kedepannya lebih baik, dpr bubar rakyat sejahtera, jangan teradu domba teman teman",NON_BUZZER
tadi aku dah lihat facebook katanya dpr dah bubar gays,NON_BUZZER
indonesia kok jadi begini sih:(,NON_BUZZER
benar ya ternyata tahun ini banyak perpecahan,NON_BUZZER
bandung gue pls,NON_BUZZER
menyala,NON_BUZZER
sudah kayak jangan demo terus stop enggak kasihan indonesia woi,NON_BUZZER
"dengan merusak fasilitas atau bangunan atau yang lainnya sama nya nanti akan ada pembangunan lagi. sama saja berarti negara harus mengeluarkan anggaran lagi, yang mana anggarannya ya pasti dari uang rakyat lagi.",NON_BUZZER
merah:keberanian putih:kesucian biru:keadilan birunya malah disobek pantas enggak ada keadilan di negeri ini,NON_BUZZER
"kira-kira apa itu ya yang dibakar, asap bnua gede benar",NON_BUZZER
asep nya aesthetic banget ih,NON_BUZZER
begini amat indonesia,NON_BUZZER
belum juga ke bandung,NON_BUZZER
ayo jangan takut kita hanya takut mati kepada tuhan bukan kepada pejabat,NON_BUZZER
jakarta bandung semarang jogja solo surabaya makassar bisa kompak ya tadi malam keren,NON_BUZZER
ini kok jadi ngerusak fasilitas umum?? yaallah.sama,NON_BUZZER
"ke dpr guys, jangan terprovokasi !!! fokus sama masalah utama, fokus ke dpr !!! dpr yang salah, jangan salahkan orang yang tidak bersalah.",NON_BUZZER
takut makin miskin di negara,NON_BUZZER
"kalian boleh beraksi, tapi jangan merusak fasilitas umum..",NON_BUZZER
innalilahi wa innailaihirojiun astaghfirullahhaladzim,NON_BUZZER
lihat vt gue,NON_BUZZER
agustus tahun ini •kasus raya sang anak umur 3-4 •zara remaja yang di bully •abil yang disiksa oleh orang tua nya •ojol yang terdorong oleh orang² demo hingga terjatuh ke jalan raya dan dilindas oleh brimob •demo dpr yang melibatkan kebakaran di indonesia sehingga banyaknya polusi yang terjadi cepat sembuh indonesia,NON_BUZZER
sumpah? api sama asepnya se besar itu? jujur gua shok banget soalnya baru lihat anjir,NON_BUZZER
"kasihan indonesia ku ini semua mencari keadilan polisi juga tni di suruh atasan untuk melindungi dan mengaman kan para pendemo sedang berjuang untuk keadilan seluruh rakyat indonesia tapi tolong jangan rusak fasilitas umum dah jaga diri baik"" ya yuk bisa kita aspirasika dengan baik""",NON_BUZZER
ini ngebakar apa,NON_BUZZER
bangun lah garuda:(,NON_BUZZER
dolar semakin menyala rupiah terpuruk,NON_BUZZER
"udara yang kita hirup sekarang banyak bau darah, bau kebencian, ke emosian. air sungai yang kita lihat banyak orang orang yang dibuang sama polisi",NON_BUZZER
serius masa remaja ku begini?,NON_BUZZER
"tolong notice ini‼jangan jadikan pelabuhan, bandara, stasiun, dan rumah sakit jadi sasaran demo!!!! objek-objek vital ini kalau rusak bikin ekonomi kita ambruk, jadi masyarakat cerdas untuk enggak terprovokasi buat demo ke objek-objek vital ini! yang susah pada akhirnya kita lagi kita lagi! tetap waras dan fokus ke tujuan awal demo! jangan terprovokasi dan jangan mau ditunggangi!!! jangan rusak fasilitas fasilitas rakyat, toko, mal, stasiun jangan dirusuh, ingat....",BUZZER
"mereka enggak memikirkan dampaknya, main bakar fasilitas umum saja..",NON_BUZZER
pak jokowi.. lihat lah negara mu ini pak tanpa engkau negara kita tidak baik baik saja,NON_BUZZER
eta di pasopati lain?,NON_BUZZER
indonesia lautan api ini mah,NON_BUZZER
capek sama negara sendiri boleh enggak sih??,NON_BUZZER
bandung estetik banget cowok,NON_BUZZER
fokus dpr plis,NON_BUZZER
ajig jalan mana ieu,NON_BUZZER
kenapa ini pada ngerusak fasilitas umum?...,NON_BUZZER
news,NON_BUZZER
#backto98,NON_BUZZER
pov: memasak indonesia,NON_BUZZER
"""perjuanganku lebih mudah karena mengusir penjajah, tapi perjuanganmu akan lebih sulit karena melawan bangsamu sendiri."" (ir.soekarno) #lekas sembuh indonesiaku",NON_BUZZER
"tolong notice ini‼jangan jadikan pelabuhan, bandara, stasiun, dan rumah sakit jadi sasaran demo!!!! objek-objek vital ini kalau rusak bikin ekonomi kita ambruk, jadi masyarakat cerdas untuk enggak terprovokasi buat demo ke objek-objek vital ini! yang susah pada akhirnya kita lagi kita lagi! tetap waras dan fokus ke tujuan awal demo! jangan terprovokasi dan jangan mau ditunggangi!!! jangan rusak fasilitas fasilitas rakyat, toko, mal, stasiun jangan dirusuh, ingat, kita kerja cari uang disana dan yang pasti rakyat kecil paling dirugikan",BUZZER
pray for indonesia from taiwan,NON_BUZZER
happy birthday dpr,NON_BUZZER
my childhood city..,NON_BUZZER
"dulunya kita yang selalu semangatin negara lain pas lagi banyak problem, sekarang negara kita yang di semangatin negara lain, stay safe al. dan lekas sembuh indonesia ku ‍",NON_BUZZER
"friend halo halo bandung ibu kota periangan sudah lama beta tidak berjumpa dengan kau sekarang telah ""menjadi lautan api""",NON_BUZZER
"notice ini‼jangan jadikan pelabuhan, bandara, stasiun, dan rumah sakit jadi sasaran demo!!!! objek-objek vital ini kalau rusak bikin ekonomi kita ambruk, jadi masyarakat cerdas untuk enggak terprovokasi buat demo ke objek-objek vital ini! yang susah pada akhirnya kita lagi kita lagi! tetap waras dan fokus ke tujuan awal demo! jangan terprovokasi dan jangan mau ditunggangi!!! jangan rusak fasilitas fasilitas rakyat, toko, mal, stasiun jangan dirusuh, ingat, kita kerja cari uang disana.",BUZZER
hbd dpr,NON_BUZZER
bandung jadi lautan api lagi,NON_BUZZER
indonesia se sibuk ini dan gue masih rebahan,NON_BUZZER
"halo kak. boleh enggak nitip sesuatu, nanti pas demo tolong infokan kalo kena gais air mata cuci muka pakai air yang dicampur garem non yodium atau susu atau air mengalir. jangan pakai odol nanti tambah iritasi mata mereka. sama kalo keisep pakai kain basah tutup mulutnya. soalnya lihat teman teman yang demo pada sesek. yang perempuan mau bantu share info ini biar pada save. semangat yang demo.jangan lupa pakai kacamata renang sama perlengkapan yang aman ya, kayak helm sama jaket tebal, semoga tetap sehat ya pergi dan pulangnya, sama katanya tadi polisi sudah diizinin menembak pendemo, sudah ada korban guys jidat nya sampai bolong, selalu hati hati ya",NON_BUZZER
yaallah merinding,NON_BUZZER
pengin pindah negara plis.....,NON_BUZZER
pengin menangis lihat kayak begini,NON_BUZZER
kediri,NON_BUZZER
streak woy,NON_BUZZER
plis belum siap jadi bule,NON_BUZZER
opini ku saja ya. kemungkinan yang merusak fasum adalah oknum2 yang enggak bertanggung jawab,NON_BUZZER
halo-halo bandung ibu kota periangan halo-halo bandung ibu kota kenang kenangan sudah lama beta tidak terjumpa dengan mu sekarang menjadi lautan api mari buat kembali,NON_BUZZER
makan nya mendengarkan suara rakyat anjing,NON_BUZZER
"hari jet lag:logika nya mungkin begini, buat yang bilang pas masa masa jokowi aman aman saja, terus masa pak prabowo malah begini, kayaknya tuh memang karena masa masa jokowi semuanya di lindungin, di tutup menutupi, sekarang masa prabowo banyak yang terbongkar, ini bukan kehancuran, tapi awal dari revolusi yang sebenarnya, ini jadi kesempatan besar buat rakyat untuk bersatu ubah sistem yang bermasalah di negara ini, bukan pak prabowo yang salah, tapi pejabat nya yang enggak benar, sekarang sudah banyak yang terbongkar, semoga saja kedepannya lebih baik, dpr bubar rakyat sejahtera, jangan teradu domba teman teman",NON_BUZZER
"labrador:guys, jangan ada jarah ya! kita cuma demo ke dpr. ingat ini enggak ada hubungannya sama toko2 orang, mereka juga rakyat sama kayak kita. jangan mau di adu domba yang baik-baik ya teman-teman semua jangan terpancing yang lain2, fokus demo ke dpr saja! membuktikan kalo kalian anak baik semua untuk kita sesama rakyat! kita harus bersatu gbu!",NON_BUZZER
